timestamp,machine_id,temperature,vibration,pressure,rpm,current,operating_hours,failure,failure_cause,shift,month,week,day_of_week,hour_of_day
2024-01-02 09:00:00,Machine_A,80.69,2.426,96.23,1455.5,14.18,33,0,None,Morning,January,1,Tuesday,9
2024-01-02 10:00:00,Machine_A,74.77,2.602,101.38,1541.4,15.01,34,0,None,Morning,January,1,Tuesday,10
2024-01-02 11:00:00,Machine_A,79.36,2.421,113.6,1531.3,14.14,35,0,None,Morning,January,1,Tuesday,11
2024-01-02 12:00:00,Machine_A,71.79,2.645,98.88,1535.7,15.47,36,0,None,Morning,January,1,Tuesday,12
2024-01-02 13:00:00,Machine_A,74.78,2.246,92.43,1477.7,15.86,37,0,None,Morning,January,1,Tuesday,13
2024-01-02 14:00:00,Machine_A,75.64,2.126,100.87,1519.3,14.12,38,0,None,Afternoon,January,1,Tuesday,14
2024-01-02 15:00:00,Machine_A,75.46,2.517,94.29,1517.9,15.56,39,0,None,Afternoon,January,1,Tuesday,15
2024-01-02 16:00:00,Machine_A,78.25,2.816,93.11,1453.1,15.52,40,0,None,Afternoon,January,1,Tuesday,16
2024-01-02 17:00:00,Machine_A,76.54,2.655,119.26,1528.5,16.14,41,0,None,Afternoon,January,1,Tuesday,17
2024-01-02 18:00:00,Machine_A,77.86,2.695,98.42,1537.9,14.23,42,0,None,Afternoon,January,1,Tuesday,18
2024-01-02 19:00:00,Machine_A,74.29,2.354,100.41,1615.7,13.13,43,0,None,Afternoon,January,1,Tuesday,19
2024-01-02 20:00:00,Machine_A,77.06,2.016,97.64,1554.4,15.06,44,0,None,Afternoon,January,1,Tuesday,20
2024-01-02 21:00:00,Machine_A,71.77,2.285,103.4,1463.5,15.22,45,0,None,Afternoon,January,1,Tuesday,21
2024-01-02 22:00:00,Machine_A,75.14,2.305,110.72,1531.7,12.97,46,0,None,Night,January,1,Tuesday,22
2024-01-02 23:00:00,Machine_A,75.56,2.301,104.26,1460.4,14.89,47,0,None,Night,January,1,Tuesday,23
2024-01-03 00:00:00,Machine_A,96.98,6.639,89.53,1290.9,21.75,48,0,None,Night,January,1,Wednesday,0
2024-01-03 01:00:00,Machine_A,87.28,7.168,85.74,1356.6,16.79,49,0,None,Night,January,1,Wednesday,1
2024-01-03 02:00:00,Machine_A,92.96,5.656,104.54,1308.1,15.98,50,0,None,Night,January,1,Wednesday,2
2024-01-03 03:00:00,Machine_A,97.86,4.584,75.64,1411.8,17.17,51,0,None,Night,January,1,Wednesday,3
2024-01-03 04:00:00,Machine_A,97.85,7.304,85.96,1369.8,21.82,52,0,None,Night,January,1,Wednesday,4
2024-01-03 05:00:00,Machine_A,108.23,3.677,109.47,1397.3,17.22,53,0,None,Night,January,1,Wednesday,5
2024-01-03 06:00:00,Machine_A,91.4,6.938,114.08,1330.5,18.85,54,0,None,Morning,January,1,Wednesday,6
2024-01-03 07:00:00,Machine_A,104.8,5.599,107.08,1364.2,17.42,55,0,None,Morning,January,1,Wednesday,7
2024-01-03 08:00:00,Machine_A,85.25,7.401,81.04,1449.6,22.46,56,0,None,Morning,January,1,Wednesday,8
2024-01-03 09:00:00,Machine_A,93.43,4.844,109.88,1296.2,23.84,57,0,None,Morning,January,1,Wednesday,9
2024-01-03 10:00:00,Machine_A,85.24,4.069,100.01,1445.8,17.3,58,0,None,Morning,January,1,Wednesday,10
2024-01-03 11:00:00,Machine_A,89.11,7.52,92.44,1370.9,22.11,59,0,None,Morning,January,1,Wednesday,11
2024-01-03 12:00:00,Machine_A,92.38,4.133,74.57,1510.9,20.59,60,0,None,Morning,January,1,Wednesday,12
2024-01-03 13:00:00,Machine_A,90.7,7.13,96.61,1300.1,17.47,61,0,None,Morning,January,1,Wednesday,13
2024-01-03 14:00:00,Machine_A,99.12,5.613,107.47,1365.1,24.68,62,0,None,Afternoon,January,1,Wednesday,14
2024-01-03 15:00:00,Machine_A,95.49,5.57,99.3,1396.4,22.25,63,0,None,Afternoon,January,1,Wednesday,15
2024-01-03 16:00:00,Machine_A,87.63,7.34,117.5,1491.7,17.9,64,0,None,Afternoon,January,1,Wednesday,16
2024-01-03 17:00:00,Machine_A,108.83,7.222,111.19,1294.0,20.84,65,0,None,Afternoon,January,1,Wednesday,17
2024-01-03 18:00:00,Machine_A,103.57,6.882,91.19,1397.5,19.29,66,0,None,Afternoon,January,1,Wednesday,18
2024-01-03 19:00:00,Machine_A,98.3,4.969,87.11,1384.8,19.0,67,0,None,Afternoon,January,1,Wednesday,19
2024-01-03 20:00:00,Machine_A,93.41,4.501,82.0,1394.4,21.75,68,1,Electrical,Afternoon,January,1,Wednesday,20
2024-01-03 21:00:00,Machine_A,96.59,3.925,109.3,1448.4,20.98,69,1,Human Error,Afternoon,January,1,Wednesday,21
2024-01-03 22:00:00,Machine_A,99.74,4.401,96.82,1411.2,17.84,70,1,Mechanical,Night,January,1,Wednesday,22
2024-01-03 23:00:00,Machine_A,88.5,6.989,90.96,1399.4,19.28,71,1,Supply Chain,Night,January,1,Wednesday,23
2024-01-04 00:00:00,Machine_A,73.41,2.262,99.46,1448.2,14.45,72,0,None,Night,January,1,Thursday,0
2024-01-04 01:00:00,Machine_A,71.41,3.089,100.18,1465.0,15.21,73,0,None,Night,January,1,Thursday,1
2024-01-04 02:00:00,Machine_A,74.66,2.434,103.07,1537.9,14.47,74,0,None,Night,January,1,Thursday,2
2024-01-04 03:00:00,Machine_A,73.27,2.417,88.49,1424.2,16.37,75,0,None,Night,January,1,Thursday,3
2024-01-04 04:00:00,Machine_A,79.93,2.425,102.88,1515.6,18.08,76,0,None,Night,January,1,Thursday,4
2024-01-04 05:00:00,Machine_A,78.36,2.462,95.22,1419.7,15.2,77,0,None,Night,January,1,Thursday,5
2024-01-04 06:00:00,Machine_A,72.73,2.073,96.77,1445.9,16.69,78,0,None,Morning,January,1,Thursday,6
2024-01-04 07:00:00,Machine_A,77.64,2.498,107.4,1503.9,14.14,79,0,None,Morning,January,1,Thursday,7
2024-01-04 08:00:00,Machine_A,79.57,2.662,94.81,1490.5,14.12,80,0,None,Morning,January,1,Thursday,8
2024-01-04 09:00:00,Machine_A,70.85,2.778,109.55,1430.1,15.56,81,0,None,Morning,January,1,Thursday,9
2024-01-04 10:00:00,Machine_A,73.05,2.354,97.04,1456.8,15.05,82,0,None,Morning,January,1,Thursday,10
2024-01-04 11:00:00,Machine_A,72.51,2.581,99.75,1488.1,14.09,83,0,None,Morning,January,1,Thursday,11
2024-01-04 12:00:00,Machine_A,73.27,2.727,102.5,1451.1,15.1,84,0,None,Morning,January,1,Thursday,12
2024-01-04 13:00:00,Machine_A,77.25,1.999,102.72,1466.9,15.57,85,0,None,Morning,January,1,Thursday,13
2024-01-04 14:00:00,Machine_A,72.71,1.959,91.86,1502.4,15.26,86,0,None,Afternoon,January,1,Thursday,14
2024-01-04 15:00:00,Machine_A,72.29,2.692,91.69,1496.7,13.79,87,0,None,Afternoon,January,1,Thursday,15
2024-01-04 16:00:00,Machine_A,73.04,2.514,95.7,1480.8,16.01,88,0,None,Afternoon,January,1,Thursday,16
2024-01-04 17:00:00,Machine_A,73.27,2.751,94.35,1526.5,16.44,89,0,None,Afternoon,January,1,Thursday,17
2024-01-04 18:00:00,Machine_A,67.59,2.261,102.89,1489.8,15.37,90,0,None,Afternoon,January,1,Thursday,18
2024-01-04 19:00:00,Machine_A,73.19,2.526,99.22,1558.4,15.25,91,0,None,Afternoon,January,1,Thursday,19
2024-01-04 20:00:00,Machine_A,76.01,2.376,97.56,1478.4,15.39,92,0,None,Afternoon,January,1,Thursday,20
2024-01-04 21:00:00,Machine_A,73.74,2.587,110.38,1543.6,14.67,93,0,None,Afternoon,January,1,Thursday,21
2024-01-04 22:00:00,Machine_A,78.6,2.378,89.81,1449.6,13.13,94,0,None,Night,January,1,Thursday,22
2024-01-04 23:00:00,Machine_A,73.95,2.506,108.38,1516.3,14.78,95,0,None,Night,January,1,Thursday,23
2024-01-05 00:00:00,Machine_A,77.68,2.529,95.58,1514.3,15.17,96,0,None,Night,January,1,Friday,0
2024-01-05 01:00:00,Machine_A,76.71,2.238,98.0,1525.5,16.25,97,0,None,Night,January,1,Friday,1
2024-01-05 02:00:00,Machine_A,77.9,2.525,97.56,1520.2,13.91,98,0,None,Night,January,1,Friday,2
2024-01-05 03:00:00,Machine_A,72.55,2.953,102.01,1482.6,15.83,99,0,None,Night,January,1,Friday,3
2024-01-05 04:00:00,Machine_A,78.86,2.367,97.86,1472.4,15.96,100,0,None,Night,January,1,Friday,4
2024-01-05 05:00:00,Machine_A,77.92,2.916,105.04,1418.4,15.28,101,0,None,Night,January,1,Friday,5
2024-01-05 06:00:00,Machine_A,71.82,2.346,100.85,1541.8,14.11,102,0,None,Morning,January,1,Friday,6
2024-01-05 07:00:00,Machine_A,68.03,2.554,113.22,1489.9,15.05,103,0,None,Morning,January,1,Friday,7
2024-01-05 08:00:00,Machine_A,80.35,2.677,101.08,1522.1,15.25,104,0,None,Morning,January,1,Friday,8
2024-01-05 09:00:00,Machine_A,71.58,2.098,109.43,1509.2,15.1,105,0,None,Morning,January,1,Friday,9
2024-01-05 10:00:00,Machine_A,74.73,2.734,112.69,1526.2,14.41,106,0,None,Morning,January,1,Friday,10
2024-01-05 11:00:00,Machine_A,74.6,2.821,97.09,1542.6,12.68,107,0,None,Morning,January,1,Friday,11
2024-01-05 12:00:00,Machine_A,74.31,2.688,106.35,1459.1,13.5,108,0,None,Morning,January,1,Friday,12
2024-01-05 13:00:00,Machine_A,74.22,2.162,99.25,1499.7,13.68,109,0,None,Morning,January,1,Friday,13
2024-01-05 14:00:00,Machine_A,77.41,2.453,105.4,1407.8,13.98,110,0,None,Afternoon,January,1,Friday,14
2024-01-05 15:00:00,Machine_A,76.55,2.26,99.18,1500.0,15.16,111,0,None,Afternoon,January,1,Friday,15
2024-01-05 16:00:00,Machine_A,72.97,2.545,96.09,1533.7,14.89,112,0,None,Afternoon,January,1,Friday,16
2024-01-05 17:00:00,Machine_A,75.47,3.271,94.46,1569.4,12.34,113,0,None,Afternoon,January,1,Friday,17
2024-01-05 18:00:00,Machine_A,68.76,2.128,94.11,1510.2,15.29,114,0,None,Afternoon,January,1,Friday,18
2024-01-05 19:00:00,Machine_A,74.24,2.455,102.64,1541.7,13.67,115,0,None,Afternoon,January,1,Friday,19
2024-01-05 20:00:00,Machine_A,73.91,2.479,102.43,1461.4,14.91,116,0,None,Afternoon,January,1,Friday,20
2024-01-05 21:00:00,Machine_A,75.09,2.289,96.36,1504.9,14.87,117,0,None,Afternoon,January,1,Friday,21
2024-01-05 22:00:00,Machine_A,76.5,2.184,98.25,1488.5,15.81,118,0,None,Night,January,1,Friday,22
2024-01-05 23:00:00,Machine_A,72.18,2.57,101.26,1582.3,13.99,119,0,None,Night,January,1,Friday,23
2024-01-06 00:00:00,Machine_A,76.78,2.407,101.63,1437.4,15.92,120,0,None,Night,January,1,Saturday,0
2024-01-06 01:00:00,Machine_A,74.45,2.343,105.25,1464.8,13.59,121,0,None,Night,January,1,Saturday,1
2024-01-06 02:00:00,Machine_A,70.33,2.682,93.6,1587.7,12.92,122,0,None,Night,January,1,Saturday,2
2024-01-06 03:00:00,Machine_A,80.09,2.563,99.52,1472.8,15.4,123,0,None,Night,January,1,Saturday,3
2024-01-06 04:00:00,Machine_A,74.89,2.831,100.57,1507.5,14.64,124,0,None,Night,January,1,Saturday,4
2024-01-06 05:00:00,Machine_A,74.83,2.592,91.45,1432.6,15.74,125,0,None,Night,January,1,Saturday,5
2024-01-06 06:00:00,Machine_A,75.51,2.445,100.09,1517.4,14.46,126,0,None,Morning,January,1,Saturday,6
2024-01-06 07:00:00,Machine_A,72.67,2.559,95.11,1520.4,13.3,127,0,None,Morning,January,1,Saturday,7
2024-01-06 08:00:00,Machine_A,78.09,2.642,101.28,1549.1,16.67,128,0,None,Morning,January,1,Saturday,8
2024-01-06 09:00:00,Machine_A,78.04,1.948,93.6,1468.8,15.03,129,0,None,Morning,January,1,Saturday,9
2024-01-06 10:00:00,Machine_A,76.55,2.282,100.93,1462.2,14.39,130,0,None,Morning,January,1,Saturday,10
2024-01-06 11:00:00,Machine_A,70.78,2.223,93.24,1451.2,16.05,131,0,None,Morning,January,1,Saturday,11
2024-01-06 12:00:00,Machine_A,72.15,3.29,102.47,1509.2,14.14,132,0,None,Morning,January,1,Saturday,12
2024-01-06 13:00:00,Machine_A,77.1,2.327,100.61,1628.0,14.9,133,0,None,Morning,January,1,Saturday,13
2024-01-06 14:00:00,Machine_A,78.45,2.289,99.83,1588.5,14.37,134,0,None,Afternoon,January,1,Saturday,14
2024-01-06 15:00:00,Machine_A,80.44,2.712,97.19,1531.6,15.97,135,0,None,Afternoon,January,1,Saturday,15
2024-01-06 16:00:00,Machine_A,76.87,2.029,96.36,1487.6,14.93,136,0,None,Afternoon,January,1,Saturday,16
2024-01-06 17:00:00,Machine_A,76.86,2.553,93.32,1519.0,15.61,137,0,None,Afternoon,January,1,Saturday,17
2024-01-06 18:00:00,Machine_A,76.68,2.824,104.17,1523.0,14.93,138,0,None,Afternoon,January,1,Saturday,18
2024-01-06 19:00:00,Machine_A,70.02,2.629,101.04,1513.6,13.72,139,0,None,Afternoon,January,1,Saturday,19
2024-01-06 20:00:00,Machine_A,71.76,2.816,99.8,1534.1,15.03,140,0,None,Afternoon,January,1,Saturday,20
2024-01-06 21:00:00,Machine_A,75.09,2.781,97.42,1504.8,14.54,141,0,None,Afternoon,January,1,Saturday,21
2024-01-06 22:00:00,Machine_A,73.7,2.407,101.11,1476.1,16.26,142,0,None,Night,January,1,Saturday,22
2024-01-06 23:00:00,Machine_A,72.32,2.444,97.8,1572.3,15.2,143,0,None,Night,January,1,Saturday,23
2024-01-07 00:00:00,Machine_A,77.6,2.585,93.25,1529.3,15.71,144,0,None,Night,January,1,Sunday,0
2024-01-07 01:00:00,Machine_A,75.14,2.867,96.58,1474.5,12.52,145,0,None,Night,January,1,Sunday,1
2024-01-07 02:00:00,Machine_A,77.76,2.594,91.59,1412.1,14.13,146,0,None,Night,January,1,Sunday,2
2024-01-07 03:00:00,Machine_A,77.38,2.41,95.98,1449.7,13.95,147,0,None,Night,January,1,Sunday,3
2024-01-07 04:00:00,Machine_A,69.2,2.138,94.65,1534.1,14.83,148,0,None,Night,January,1,Sunday,4
2024-01-07 05:00:00,Machine_A,72.52,3.193,96.68,1558.4,16.62,149,0,None,Night,January,1,Sunday,5
2024-01-07 06:00:00,Machine_A,70.29,2.522,97.41,1470.1,15.56,150,0,None,Morning,January,1,Sunday,6
2024-01-07 07:00:00,Machine_A,73.13,2.351,99.16,1481.3,13.83,151,0,None,Morning,January,1,Sunday,7
2024-01-07 08:00:00,Machine_A,77.39,2.815,101.72,1481.2,14.29,152,0,None,Morning,January,1,Sunday,8
2024-01-07 09:00:00,Machine_A,72.89,3.207,104.69,1458.0,15.16,153,0,None,Morning,January,1,Sunday,9
2024-01-07 10:00:00,Machine_A,73.91,2.675,102.72,1554.2,14.15,154,0,None,Morning,January,1,Sunday,10
2024-01-07 11:00:00,Machine_A,75.31,1.975,93.71,1544.2,14.05,155,0,None,Morning,January,1,Sunday,11
2024-01-07 12:00:00,Machine_A,72.48,2.498,103.47,1447.0,11.52,156,0,None,Morning,January,1,Sunday,12
2024-01-07 13:00:00,Machine_A,72.39,2.862,101.72,1566.2,13.87,157,0,None,Morning,January,1,Sunday,13
2024-01-07 14:00:00,Machine_A,70.08,2.639,101.2,1515.3,15.93,158,0,None,Afternoon,January,1,Sunday,14
2024-01-07 15:00:00,Machine_A,76.27,2.622,103.58,1525.1,15.86,159,0,None,Afternoon,January,1,Sunday,15
2024-01-07 16:00:00,Machine_A,78.03,2.96,96.75,1524.0,14.63,160,0,None,Afternoon,January,1,Sunday,16
2024-01-07 17:00:00,Machine_A,72.5,2.293,102.47,1520.9,15.4,161,0,None,Afternoon,January,1,Sunday,17
2024-01-07 18:00:00,Machine_A,74.32,2.501,104.09,1425.5,15.02,162,0,None,Afternoon,January,1,Sunday,18
2024-01-07 19:00:00,Machine_A,75.27,2.726,93.25,1574.8,15.21,163,0,None,Afternoon,January,1,Sunday,19
2024-01-07 20:00:00,Machine_A,75.8,2.38,102.69,1502.4,16.21,164,0,None,Afternoon,January,1,Sunday,20
2024-01-07 21:00:00,Machine_A,70.68,2.553,102.04,1490.7,14.6,165,0,None,Afternoon,January,1,Sunday,21
2024-01-07 22:00:00,Machine_A,73.91,2.552,90.95,1548.3,14.52,166,0,None,Night,January,1,Sunday,22
2024-01-07 23:00:00,Machine_A,75.38,2.61,97.37,1493.4,12.96,167,0,None,Night,January,1,Sunday,23
2024-01-08 00:00:00,Machine_A,73.33,3.064,92.76,1390.1,15.44,168,0,None,Night,January,2,Monday,0
2024-01-08 01:00:00,Machine_A,73.49,2.194,103.54,1512.2,14.44,169,0,None,Night,January,2,Monday,1
2024-01-08 02:00:00,Machine_A,71.16,2.762,103.25,1495.0,16.85,170,0,None,Night,January,2,Monday,2
2024-01-08 03:00:00,Machine_A,71.79,2.042,96.54,1497.7,15.24,171,0,None,Night,January,2,Monday,3
2024-01-08 04:00:00,Machine_A,74.28,2.606,93.74,1572.2,14.92,172,0,None,Night,January,2,Monday,4
2024-01-08 05:00:00,Machine_A,78.35,2.603,102.28,1528.5,15.45,173,0,None,Night,January,2,Monday,5
2024-01-08 06:00:00,Machine_A,76.93,2.899,100.98,1535.5,14.91,174,0,None,Morning,January,2,Monday,6
2024-01-08 07:00:00,Machine_A,79.32,2.297,109.0,1498.0,13.57,175,0,None,Morning,January,2,Monday,7
2024-01-08 08:00:00,Machine_A,75.38,2.296,104.2,1467.4,14.55,176,0,None,Morning,January,2,Monday,8
2024-01-08 09:00:00,Machine_A,69.33,2.364,87.88,1420.8,15.76,177,0,None,Morning,January,2,Monday,9
2024-01-08 10:00:00,Machine_A,77.36,2.628,95.17,1497.6,15.0,178,0,None,Morning,January,2,Monday,10
2024-01-08 11:00:00,Machine_A,71.52,2.951,104.39,1489.0,15.03,179,0,None,Morning,January,2,Monday,11
2024-01-08 12:00:00,Machine_A,75.63,1.887,98.76,1465.9,14.0,180,0,None,Morning,January,2,Monday,12
2024-01-08 13:00:00,Machine_A,74.16,3.039,103.2,1471.4,15.57,181,0,None,Morning,January,2,Monday,13
2024-01-08 14:00:00,Machine_A,79.2,2.777,100.3,1467.7,15.7,182,0,None,Afternoon,January,2,Monday,14
2024-01-08 15:00:00,Machine_A,76.18,2.769,103.18,1552.5,14.46,183,0,None,Afternoon,January,2,Monday,15
2024-01-08 16:00:00,Machine_A,78.95,2.559,110.38,1465.5,16.74,184,0,None,Afternoon,January,2,Monday,16
2024-01-08 17:00:00,Machine_A,75.59,2.305,97.58,1484.0,15.42,185,0,None,Afternoon,January,2,Monday,17
2024-01-08 18:00:00,Machine_A,76.57,2.328,99.88,1607.1,16.73,186,0,None,Afternoon,January,2,Monday,18
2024-01-08 19:00:00,Machine_A,76.31,2.511,100.6,1530.7,13.98,187,0,None,Afternoon,January,2,Monday,19
2024-01-08 20:00:00,Machine_A,74.23,1.999,102.0,1532.4,14.52,188,0,None,Afternoon,January,2,Monday,20
2024-01-08 21:00:00,Machine_A,79.72,2.132,92.68,1511.2,16.05,189,0,None,Afternoon,January,2,Monday,21
2024-01-08 22:00:00,Machine_A,80.05,2.362,105.39,1498.1,14.83,190,0,None,Night,January,2,Monday,22
2024-01-08 23:00:00,Machine_A,77.65,2.696,92.12,1573.8,16.38,191,0,None,Night,January,2,Monday,23
2024-01-09 00:00:00,Machine_A,76.2,2.294,101.62,1485.4,13.35,192,0,None,Night,January,2,Tuesday,0
2024-01-09 01:00:00,Machine_A,74.85,2.453,105.31,1388.3,15.24,193,0,None,Night,January,2,Tuesday,1
2024-01-09 02:00:00,Machine_A,71.53,2.596,101.87,1495.7,15.81,194,0,None,Night,January,2,Tuesday,2
2024-01-09 03:00:00,Machine_A,71.26,2.832,96.46,1422.2,14.73,195,0,None,Night,January,2,Tuesday,3
2024-01-09 04:00:00,Machine_A,68.71,2.576,98.7,1561.7,15.65,196,0,None,Night,January,2,Tuesday,4
2024-01-09 05:00:00,Machine_A,70.82,2.248,102.6,1542.4,16.22,197,0,None,Night,January,2,Tuesday,5
2024-01-09 06:00:00,Machine_A,78.64,2.473,101.81,1564.9,14.7,198,0,None,Morning,January,2,Tuesday,6
2024-01-09 07:00:00,Machine_A,76.14,2.402,97.25,1502.4,14.31,199,0,None,Morning,January,2,Tuesday,7
2024-01-09 08:00:00,Machine_A,74.61,2.19,99.05,1522.4,14.41,200,0,None,Morning,January,2,Tuesday,8
2024-01-09 09:00:00,Machine_A,75.03,2.542,102.26,1493.3,16.09,201,0,None,Morning,January,2,Tuesday,9
2024-01-09 10:00:00,Machine_A,68.7,3.381,95.64,1520.2,14.06,202,0,None,Morning,January,2,Tuesday,10
2024-01-09 11:00:00,Machine_A,76.93,2.583,96.75,1553.7,14.84,203,0,None,Morning,January,2,Tuesday,11
2024-01-09 12:00:00,Machine_A,76.64,2.225,99.85,1600.2,15.96,204,0,None,Morning,January,2,Tuesday,12
2024-01-09 13:00:00,Machine_A,75.92,2.365,100.34,1509.9,15.45,205,0,None,Morning,January,2,Tuesday,13
2024-01-09 14:00:00,Machine_A,71.77,2.701,94.55,1581.6,14.23,206,0,None,Afternoon,January,2,Tuesday,14
2024-01-09 15:00:00,Machine_A,75.89,2.802,98.74,1517.0,16.44,207,0,None,Afternoon,January,2,Tuesday,15
2024-01-09 16:00:00,Machine_A,76.69,2.607,91.58,1453.3,16.05,208,0,None,Afternoon,January,2,Tuesday,16
2024-01-09 17:00:00,Machine_A,76.71,2.716,103.18,1564.5,14.74,209,0,None,Afternoon,January,2,Tuesday,17
2024-01-09 18:00:00,Machine_A,75.36,2.191,93.61,1417.8,14.11,210,0,None,Afternoon,January,2,Tuesday,18
2024-01-09 19:00:00,Machine_A,79.66,2.034,98.48,1435.3,14.4,211,0,None,Afternoon,January,2,Tuesday,19
2024-01-09 20:00:00,Machine_A,75.51,2.29,105.45,1576.7,12.75,212,0,None,Afternoon,January,2,Tuesday,20
2024-01-09 21:00:00,Machine_A,72.95,2.518,105.63,1477.3,14.98,213,0,None,Afternoon,January,2,Tuesday,21
2024-01-09 22:00:00,Machine_A,71.53,2.04,107.23,1408.8,17.33,214,0,None,Night,January,2,Tuesday,22
2024-01-09 23:00:00,Machine_A,77.18,2.704,102.88,1487.4,15.39,215,0,None,Night,January,2,Tuesday,23
2024-01-10 00:00:00,Machine_A,72.74,2.416,91.54,1495.1,14.01,216,0,None,Night,January,2,Wednesday,0
2024-01-10 01:00:00,Machine_A,71.69,2.554,106.96,1545.9,13.43,217,0,None,Night,January,2,Wednesday,1
2024-01-10 02:00:00,Machine_A,72.03,2.782,95.09,1488.8,15.55,218,0,None,Night,January,2,Wednesday,2
2024-01-10 03:00:00,Machine_A,72.09,2.532,93.33,1469.9,15.32,219,0,None,Night,January,2,Wednesday,3
2024-01-10 04:00:00,Machine_A,70.22,2.632,99.9,1527.6,15.22,220,0,None,Night,January,2,Wednesday,4
2024-01-10 05:00:00,Machine_A,79.09,2.538,97.85,1506.1,15.54,221,0,None,Night,January,2,Wednesday,5
2024-01-10 06:00:00,Machine_A,75.15,2.512,96.49,1466.9,13.6,222,0,None,Morning,January,2,Wednesday,6
2024-01-10 07:00:00,Machine_A,80.25,2.127,96.54,1464.1,15.89,223,0,None,Morning,January,2,Wednesday,7
2024-01-10 08:00:00,Machine_A,74.12,2.874,96.63,1513.9,14.16,224,0,None,Morning,January,2,Wednesday,8
